0.30005904	0.00534537
0.30035924	0.00534528
0.30065975	0.00534518
0.30096056	0.00534509
0.30126168	0.00534500
0.30156309	0.00534491
0.30186480	0.00534481
0.30216682	0.00534472
0.30246914	0.00534463
0.30277176	0.00534454
0.30307468	0.00534445
0.30337791	0.00534436
0.30368143	0.00534427
0.30398527	0.00534418
0.30428941	0.00534407
0.30459385	0.00534399
0.30489859	0.00534390
0.30520364	0.00534379
0.30550900	0.00534372
0.30581466	0.00534362
0.30612063	0.00534351
0.30642690	0.00534372
0.30673348	0.00534383
0.30704037	0.00534371
0.30734756	0.00534332
0.30765507	0.00534318
0.30796288	0.00534331
0.30827099	0.00534321
0.30857942	0.00534309
0.30888815	0.00534280
0.30919719	0.00534350
0.30950655	0.00534286
0.30981621	0.00534275
0.31012618	0.00534260
0.31043646	0.00534243
0.31074705	0.00534243
0.31105795	0.00534206
0.31136917	0.00534214
0.31168069	0.00534193
0.31199253	0.00534182
0.31230468	0.00534175
0.31261714	0.00534160
0.31292991	0.00534153
0.31324300	0.00534137
0.31355640	0.00534130
0.31387011	0.00534121
0.31418414	0.00534109
0.31449848	0.00534099
0.31481314	0.00534091
0.31512811	0.00534077
0.31544339	0.00534070
0.31575899	0.00534056
0.31607491	0.00534047
0.31639114	0.00534038
0.31670769	0.00534026
0.31702456	0.00534017
0.31734174	0.00534005
0.31765924	0.00533997
0.31797706	0.00533986
0.31829520	0.00533976
0.31861365	0.00533967
0.31893242	0.00533956
0.31925152	0.00533946
0.31957093	0.00533936
0.31989066	0.00533926
0.32021071	0.00533916
0.32053108	0.00533906
0.32085177	0.00533896
0.32117278	0.00533886
0.32149412	0.00533876
0.32181577	0.00533867
0.32213775	0.00533856
0.32246005	0.00533846
0.32278267	0.00533836
0.32310561	0.00533826
0.32342888	0.00533816
0.32375247	0.00533806
0.32407638	0.00533796
0.32440062	0.00533786
0.32472519	0.00533776
0.32505007	0.00533766
0.32537529	0.00533756
0.32570082	0.00533746
0.32602669	0.00533736
0.32635288	0.00533726
0.32667939	0.00533716
0.32700624	0.00533705
0.32733341	0.00533695
0.32766090	0.00533685
0.32798873	0.00533675
0.32831688	0.00533665
0.32864536	0.00533655
0.32897417	0.00533645
0.32930331	0.00533634
0.32963278	0.00533624
0.32996258	0.00533614
0.33029270	0.00533620
0.33062316	0.00533594
0.33095395	0.00533583
0.33128507	0.00533573
0.33161652	0.00533563
0.33194830	0.00533552
0.33228042	0.00533542
0.33261286	0.00533532
0.33294564	0.00533521
0.33327875	0.00533511
0.33361220	0.00533501
0.33394598	0.00533490
0.33428009	0.00533480
0.33461454	0.00533470
0.33494932	0.00533459
0.33528444	0.00533449
0.33561989	0.00533438
0.33595568	0.00533428
0.33629180	0.00533418
0.33662826	0.00533407
0.33696506	0.00533397
0.33730219	0.00533386
0.33763966	0.00533376
0.33797747	0.00533365
0.33831562	0.00533355
0.33865410	0.00533344
0.33899293	0.00533334
0.33933209	0.00533323
0.33967159	0.00533313
0.34001143	0.00533303
0.34035161	0.00533292
0.34069214	0.00533282
0.34103300	0.00533271
0.34137420	0.00533260
0.34171575	0.00533250
0.34205763	0.00533239
0.34239986	0.00533228
0.34274243	0.00533218
0.34308535	0.00533207
0.34342860	0.00533197
0.34377220	0.00533186
0.34411615	0.00533175
0.34446044	0.00533165
0.34480507	0.00533158
0.34515005	0.00533143
0.34549537	0.00533132
0.34584104	0.00533122
0.34618705	0.00533111
0.34653341	0.00533100
0.34688012	0.00533090
0.34722717	0.00533079
0.34757457	0.00533068
0.34792232	0.00533057
0.34827042	0.00533046
0.34861886	0.00533036
0.34896766	0.00533025
0.34931680	0.00533014
0.34966629	0.00533003
0.35001613	0.00532992
0.35036632	0.00532982
0.35071686	0.00532971
0.35106776	0.00532960
0.35141900	0.00532949
0.35177059	0.00532938
0.35212254	0.00532927
0.35247484	0.00532916
0.35282749	0.00532906
0.35318049	0.00532895
0.35353385	0.00532884
0.35388756	0.00532873
0.35424163	0.00532862
0.35459605	0.00532851
0.35495082	0.00532841
0.35530595	0.00532830
0.35566143	0.00532819
0.35601727	0.00532808
0.35637347	0.00532798
0.35673002	0.00532787
