0.30005904	0.00548605
0.30035924	0.00548599
0.30065975	0.00548593
0.30096056	0.00548587
0.30126168	0.00548580
0.30156309	0.00548574
0.30186480	0.00548568
0.30216682	0.00548562
0.30246914	0.00548555
0.30277176	0.00548549
0.30307468	0.00548543
0.30337791	0.00548537
0.30368143	0.00548530
0.30398527	0.00548524
0.30428941	0.00548518
0.30459385	0.00548512
0.30489859	0.00548505
0.30520364	0.00548499
0.30550900	0.00548493
0.30581466	0.00548486
0.30612063	0.00548480
0.30642690	0.00548474
0.30673348	0.00548468
0.30704037	0.00548461
0.30734756	0.00548455
0.30765507	0.00548449
0.30796288	0.00548442
0.30827099	0.00548436
0.30857942	0.00548430
0.30888815	0.00548423
0.30919719	0.00548417
0.30950655	0.00548411
0.30981621	0.00548404
0.31012618	0.00548398
0.31043646	0.00548392
0.31074705	0.00548385
0.31105795	0.00548379
0.31136917	0.00548373
0.31168069	0.00548366
0.31199253	0.00548360
0.31230468	0.00548354
0.31261714	0.00548347
0.31292991	0.00548341
0.31324300	0.00548335
0.31355640	0.00548328
0.31387011	0.00548322
0.31418414	0.00548315
0.31449848	0.00548309
0.31481314	0.00548303
0.31512811	0.00548296
0.31544339	0.00548290
0.31575899	0.00548283
0.31607491	0.00548277
0.31639114	0.00548271
0.31670769	0.00548264
0.31702456	0.00548258
0.31734174	0.00548251
0.31765924	0.00548245
0.31797706	0.00548239
0.31829520	0.00548232
0.31861365	0.00548226
0.31893242	0.00548219
0.31925152	0.00548213
0.31957093	0.00548207
0.31989066	0.00548200
0.32021071	0.00548194
0.32053108	0.00548187
0.32085177	0.00548181
0.32117278	0.00548174
0.32149412	0.00548168
0.32181577	0.00548161
0.32213775	0.00548155
0.32246005	0.00548148
0.32278267	0.00548142
0.32310561	0.00548136
0.32342888	0.00548129
0.32375247	0.00548123
0.32407638	0.00548116
0.32440062	0.00548110
0.32472519	0.00548103
0.32505007	0.00548097
0.32537529	0.00548090
0.32570082	0.00548084
0.32602669	0.00548077
0.32635288	0.00548071
0.32667939	0.00548064
0.32700624	0.00548058
0.32733341	0.00548051
0.32766090	0.00548045
0.32798873	0.00548038
0.32831688	0.00548031
0.32864536	0.00548025
0.32897417	0.00548018
0.32930331	0.00548012
0.32963278	0.00548005
0.32996258	0.00547999
0.33029270	0.00547992
0.33062316	0.00547986
0.33095395	0.00547979
0.33128507	0.00547973
0.33161652	0.00547966
0.33194830	0.00547959
0.33228042	0.00547953
0.33261286	0.00547946
0.33294564	0.00547940
0.33327875	0.00547933
0.33361220	0.00547927
0.33394598	0.00547920
0.33428009	0.00547913
0.33461454	0.00547907
0.33494932	0.00547900
0.33528444	0.00547894
0.33561989	0.00547887
0.33595568	0.00547880
0.33629180	0.00547874
0.33662826	0.00547867
0.33696506	0.00547860
0.33730219	0.00547854
0.33763966	0.00547847
0.33797747	0.00547841
0.33831562	0.00547834
0.33865410	0.00547827
0.33899293	0.00547821
0.33933209	0.00547814
0.33967159	0.00547807
0.34001143	0.00547801
0.34035161	0.00547794
0.34069214	0.00547787
0.34103300	0.00547781
0.34137420	0.00547774
0.34171575	0.00547767
0.34205763	0.00547761
0.34239986	0.00547754
0.34274243	0.00547747
0.34308535	0.00547741
