,T_K,nHtot,p_bar,H,C,N,O,F,S,Cl,Fe,Mn,Si,Mg,Ca,Al,Na,K,Ti,He,Ne,Ar,H2,C2,N2,O2,F2,Na2,Mg2,Al2,Si2,S2,Cl2,K2,CH,NH,OH,HF,NaH,MgH,AlH,SiH,HS,HCl,KH,CaH,TiH,MnH,FeH,CN,CO,CF,SiC,CS,CCl,NO,FN,AlN,SiN,SN,NCl,TiN,FO,NaO,MgO,AlO,SiO,SO,ClO,KO,CaO,TiO,MnO,FeO,NaF,MgF,AlF,SiF,SF,KF,CaF,MnF,MgS,AlS,SiS,CaS,TiS,NaCl,MgCl,AlCl,SiCl,KCl,CaCl,MnCl,FeCl,AlClF,AlClF2,AlOCl,AlCl2,AlCl2F,AlCl3,AlOF,AlF2,AlF2O,AlF3,NaAlF4,AlOH,HAlO,AlO2H,AlO2,Al2Cl6,(AlF3)2,Al2O,Al2O2,AlC,CFClO,CClF3,CClN,CClO,CCl2,CCl2F2,COCl2,CCl3,CCl3F,CCl4,CFN,CFO,CF2,CF2O,CF3,CF4,CF4O,CF8S,CHCl,CHCl3,CHF,CHFO,CHF3,HCN,CHNO,HCO,CH2,CH2Cl2,CH2ClF,CH2F2,H2CO,CH3,CH3Cl,CH3F,CH4,KCN,NaCN,CNO,CNN,NCN,COS,CO2,CS2,Si2C,C2Cl2,C2Cl4,C2Cl6,C2F2,C2F3N,C2F4,C2F6,C2H,C2HCl,C2HF,C2H2,C2H4,C2H4O,(KCN)2,C2N,C2N2,(NaCN)2,SiC2,C2O,C3,C3O2,C4,C4N2,C5,Fe(CO)5,CaCl2,CaF2,CaOH,Ca(OH)2,Ca2,ClF,MgClF,ClFO2S,ClFO3,ClF3,ClF3Si,ClF5,ClF5S,CHClF2,CHCl2F,OHCl,SiH3Cl,NOCl,NO2Cl,TiOCl,ClO2,ClO3,SCl,ClS2,TiCl,FeCl2,SiH2Cl2,(KCl)2,MgCl2,(NaCl)2,ClOCl,ClClO,TiOCl2,ClO2Cl,ClOClO,SO2Cl2,SCl2,SiCl2,TiCl2,SiFCl3,FeCl3,SiHCl3,SiCl3,TiCl3,Fe2Cl4,Mg2Cl4,SiCl4,TiCl4,(FeCl3)2,FeF,FHO,FHO3S,SiH3F,FNO,FNO2,FNO3,TiOF,OFO,FOO,TiF,FeF2,H2F2,SiH2F2,K2F2,MgF2,F2N,F2N2(cis),F2N2(trans),Na2F2,F2O,F2OS,SiOF2,TiOF2,F2O2,F2O2S,SF2,FSSF,F2S2,SiF2,TiF2,FeF3,SiHF3,F3H3,NF3,NOF3,SF3,SiF3,TiF3,F4H4,Mg2F4,N2F4,SF4,SiF4,TiF4,F5H5,SF5,F6H6,SF6,F7H7,F10S2,Fe(OH)2,FeS,KOH,MgOH,HNO,HONO,HNO2,HNO3,NaOH,HO2,(KOH)2,Mg(OH)2,NH2,N2H2,(NaOH)2,H2O,H2SO4,H2S,NH3,N2H4,SiH4,K2SO4,MgN,NO2,NO3,Si2N,N2O,N2O3,N2O4,N2O5,N3,Na2SO4,S2O,SO2,SiO2,TiO2,O3,SO3,S3,S4,S5,S6,S7,S8,Si3,TiC,Si(CH3)4,SiCH3Cl3,SiH2,SiH3,TiC2,C3H,MnS,Si2C2,TiC4,nMgAl2O4,nTiO2,nMgSiO3,nSiO2,nCaAl2Si2O8,nCaMgSi2O6,nKAlSi3O8,nNaAlSi3O8,nMn3Al2Si3O12,nMnTiO3,nCaSO4,nFe2O3
0,1400.0,3.9774797e+18,10000.0,10.0750407503,-10.4065419777,5.5779764973,12.5706532544,9.7825388366,4.7595991729,14.235033436,2.6201805386,3.542150981,-14.7858762531,1.0517212104,-5.3952946491,-9.7380582795,8.8826278152,8.1063457381,-16.9682354048,17.7927499415,17.4125387005,18.5586667355,12.0615520767,-23.5465755199,21.2576193679,18.4773466849,0.3982637062,-2.3901825906,-20.1128120916,-36.7718807871,-42.4206568343,0.6597061128,12.8490137671,-4.3223372578,-11.4867451578,3.6549405405,14.6128413757,16.6676497489,3.2413802447,-4.307873435,-12.7987867556,-17.4101697306,4.3944568469,16.3083246941,2.014587044,-9.5841716371,-22.4822142783,0.124968639,-5.1605661902,-1.519723654,16.8031402867,-4.9850511374,-33.1070456973,-4.2038701522,-7.8511343122,17.1553941789,2.5251839028,-17.3821069754,-13.2075036734,4.1982828236,8.2571389782,-18.409952429,6.0712736749,8.2358570742,2.4618024625,-2.7137926372,2.3734478321,12.0444083387,12.5671954245,7.378217101,-2.5642607067,-4.1399513969,5.491885737,6.2504932231,12.5406099759,4.5955853367,0.5283510547,-8.8255188488,3.0269045133,12.5781744124,0.750482854,6.1320659526,-7.203186996,-15.5742622303,-11.7780859272,-11.9854981018,-20.9988768759,14.8024883717,3.7405240953,-1.0674113432,-10.6064711557,14.7347689252,0.8326119438,6.8920600467,3.90263081,3.697217286,9.1735326044,5.7837081102,1.9574845967,7.847265007,6.0489614156,8.1474887665,4.6367403418,16.3156961231,10.1710976822,9.3356641557,-0.6727961858,-8.4993557318,6.5032928182,-0.4847188223,-9.2914091168,1.5001048759,-17.6931356352,-12.247874719,-30.9975465029,9.5070901246,-2.9237041832,2.6876328846,9.8683243482,-4.6335915651,-4.3727948847,7.9493262877,-5.7209845223,-5.6746728669,-7.0618369917,0.1551269305,7.2048613749,-1.7897710212,10.6698111903,-4.2279715412,-1.5898300079,-10.0196416077,-35.9938626259,-7.9990150618,-5.973069671,-6.6223449133,7.7329690235,-3.0911896634,2.7865206077,7.9542692786,5.5276634877,-10.137702722,-5.9412318399,-5.8283556311,-5.5159026063,4.1059591138,-8.1379180142,-6.5250980406,-7.2987404493,-7.5232644693,-1.1710586418,-0.4377789648,4.8938728457,-9.2145688833,-5.2555743212,7.0844914745,22.6981116574,-9.1531600479,-50.6297011334,-13.8480049064,-19.246188196,-28.840538484,-19.7911831248,-15.8977204854,-20.4845637964,-21.9957928444,-16.7662605539,-13.780969621,-16.7603921038,-14.600830758,-21.3805114804,-21.7954613566,-21.4310130119,-15.143289499,-9.1594713999,-19.2043140103,-39.073594787,-6.8604042764,-32.3065610972,-6.7085055421,-48.8966819424,-36.4811859493,-59.303437178,-21.966525333,8.5543489132,7.8075195882,0.4138013189,6.5053717661,-32.2431853343,8.7535145277,10.3171413727,8.6803575527,-5.4986654492,-12.5915760226,6.5141004844,-36.6925193244,-19.0187817091,-4.1639098089,-5.1639580728,12.6464393975,-17.8911803408,12.5136301034,9.05135531,-0.0308446237,8.5259611444,0.4808330942,4.0246431599,-2.8418822259,-10.1868384852,12.0661662575,-11.1357930844,11.5316309428,10.4978770891,11.7567945135,6.9504397831,6.9857921005,5.5540498026,1.2685731849,0.1179163194,7.3719068476,4.0295154051,-3.3913110727,-2.7685789141,1.7083548859,9.9380483969,-4.921849962,-1.7751654967,1.864581454,4.3622909484,1.905221891,0.4691669641,3.5866595912,-0.5354172836,4.7739727428,7.3167690743,12.139770913,-15.5449170096,10.4359685881,7.1950772681,-0.8572901336,0.6104542811,-7.6306611288,5.9587438108,-8.2556127996,8.3375637514,9.8015767449,-6.4028143268,7.592688334,10.3056411608,-2.4761544411,-6.6546283978,-6.9211989147,8.7594734197,-3.6497660395,6.6725219647,8.889124712,6.3052108357,-7.1387881119,9.4179345327,1.7277399696,-7.2337402476,-4.9356529638,-0.5272955559,1.4623209878,11.7923588503,2.1766725165,2.8929380055,-9.7966358694,-13.0788294323,-3.3473480384,5.0295428716,7.618415817,-3.5753081904,3.1803246557,-30.2936344983,-7.293291318,10.4235929429,8.0302960797,-10.0792837671,-15.9822483277,-16.1991504064,-19.5557118542,-23.2296242177,-52.2779280272,11.4178506508,-4.7839537241,11.887994352,4.4491373712,10.3692530707,13.1014300509,13.012291634,10.538732103,11.9767428512,12.6835986072,4.238466639,9.651519365,4.2633176373,0.7697092638,4.9773160152,18.2911534801,13.7447443411,3.8308967721,5.949101109,-7.4375195748,-25.0334619603,13.2101417779,-4.0081322328,15.2294049117,9.1098239321,-37.497703752,14.2240408904,7.9228935163,5.1116462769,2.0264500707,4.0196720293,13.5037464387,4.0872984457,19.1332046957,5.573252364,5.1774981483,9.4474450766,17.8087522673,-10.2219218565,-20.6023905407,-31.6814770577,-41.3742120072,-51.3685174429,-62.0347640637,-67.6763248703,-32.6777238944,-103.8039475134,-38.4168825745,-20.6309648028,-21.779217995,-44.9232247645,-28.6046764908,-5.1674852411,-64.9093412799,-71.680747896,24.393882070600583,23.112242195800583,25.089111463900583,26.099526945600584,24.588842446400584,-281.4003920281994,23.04057083950058,24.523384122700584,22.531702659100585,-281.4003920281994,24.482265747600586,24.442638921100585
1,1400.0,3.54068398e+18,8902.15085,10.0428961225,-10.4846621131,5.5527152731,12.5844529278,9.7619592787,4.7182001525,14.2149661557,2.5994810284,3.5283513076,-14.8134756,1.0379215369,-5.4090943225,-9.7587577896,8.8757279785,8.0994459014,-16.9958347517,17.7422291357,17.3620178947,18.5081459297,11.9972628212,-23.7028157906,21.2070969194,18.5049460318,0.3571045904,-2.4039822641,-20.1404114385,-36.8132798074,-42.4758555282,0.5769080721,12.8088792064,-4.3361369313,-11.5970099209,3.5975346885,14.5944964214,16.6149255633,3.2023357803,-4.3538177362,-12.8516308935,-17.4699137053,4.3209131988,16.2561127861,1.9755425795,-9.6301159383,-22.541958253,0.0790243378,-5.2134103281,-1.6231050136,16.7388198248,-5.0837508307,-33.2127651796,-4.323389308,-7.9493217279,17.1439326281,2.4793431207,-17.4280677098,-13.2603642446,4.131622579,8.2118104737,-18.4628130001,6.0644937904,8.2427569109,2.4618024625,-2.720692474,2.3596481586,12.0168089918,12.5609278176,7.3851169378,-2.5642607067,-4.1537510703,5.491885737,6.2435933864,12.5131305813,4.5612061053,0.4870719866,-8.8736977536,2.964925935,12.5506950177,0.7161036227,6.0976867213,-7.2583856898,-15.6363607608,-11.8470842945,-12.0406967956,-21.0678752432,14.7755212547,3.7066571415,-1.1081781338,-10.654137783,14.7078018081,0.79874499,6.8581930929,3.8618640195,3.6358709375,9.091606698,5.7567409931,1.8966505258,7.7658513782,5.9680600644,8.1200093718,4.5748817158,16.2676371706,10.0886594983,9.2257465772,-0.7118406502,-8.5384001962,6.4780480272,-0.4778189856,-9.4532118192,1.3352285081,-17.7207349821,-12.2616743925,-31.0963661485,9.4021228244,-3.0836302726,2.5641842447,9.7839366059,-4.7518462611,-4.5322086966,7.8448712651,-5.8593064987,-5.8335744012,-7.2202262484,0.031166013,7.1199613551,-1.9090502724,10.5643316126,-4.3678303503,-1.7502683749,-10.1662803012,-36.2780182449,-8.1293471053,-6.1435362751,-6.7531892343,7.615924376,-3.2631931002,2.6509946204,7.8325429647,5.431198398,-10.2801121128,-6.1237757914,-6.0114118602,-5.699471113,3.9773493964,-8.3124720327,-6.7197193395,-7.4938740258,-7.7299631156,-1.2813398381,-0.5480601611,4.8042911596,-9.3432114671,-5.384216905,6.9787719922,22.6475908689,-9.314078224,-50.7630199626,-14.0443797379,-19.4826975881,-29.1171824367,-19.9885825113,-16.1409606541,-20.7231222988,-22.2755104626,-16.9546454523,-13.9894217998,-16.9693565602,-14.8213602842,-21.665330262,-22.0664804648,-21.6515754045,-15.3247909939,-9.3662341191,-19.4248764029,-39.2574344047,-7.0028448736,-32.5409215033,-6.9152666013,-49.2091624838,-36.8441889392,-59.6940378548,-22.3088271527,8.5004146791,7.7525607989,0.3816566911,6.4548821841,-32.2707846812,8.7128676894,10.2626948609,8.625911041,-5.497913267,-12.6733819767,6.4046951834,-36.8154843943,-19.1831457994,-4.3354009681,-5.3349369545,12.6080271628,-18.0352808512,12.4821012723,9.0336261524,-0.0647115775,8.5334932109,0.5021648342,3.9631768592,-2.944747547,-10.2345051125,12.0053321866,-11.2678162474,11.4776967086,10.443942855,11.7028602794,6.9241048958,6.9594572133,5.5001155685,1.2560379711,0.1053811057,7.3179726135,3.947981824,-3.4590449803,-2.8363128217,1.59997414,9.8571470457,-5.0417957777,-1.8629666846,1.7767802661,4.2406228066,1.7973534227,0.3612984958,3.4787911229,-0.697219986,4.7326936747,7.2778445621,12.0870467273,-15.6895297976,10.4039274794,7.1768358329,-0.8617318953,0.5760750497,-7.6236413397,5.9657635998,-8.3037917045,8.2757051254,9.6961283736,-6.535862045,7.5377295447,10.2506823715,-2.5425747811,-6.7463099621,-7.0128804789,8.7045146304,-3.6771254819,6.603763502,8.8341659228,6.2502520464,-7.1523478808,9.3629757434,1.6451818334,-7.3576974042,-5.0596101204,-0.5960540187,1.393562525,11.7099206664,2.0551898682,2.7347654486,-9.8836357673,-13.1520296568,-3.4504857325,4.9402048509,7.5290777964,-3.7862049329,3.0704070771,-30.4264751783,-7.41700857,10.3136753643,7.9203785011,-10.3429046953,-16.1265451376,-16.5154955202,-19.720588222,-23.5986935172,-52.5665216471,11.3604612321,-4.8460522546,11.862749561,4.4169927435,10.3256468922,13.0716235459,12.982485129,10.5227252714,11.9514980602,12.6790533264,4.187977057,9.601029783,4.1737671576,0.6548975599,4.9268264332,18.2406638981,13.6942547591,3.7252084962,5.8274060016,-7.6166205342,-25.1896398181,13.2101417779,-4.0471931305,15.2317430344,9.1259617283,-37.57816367,14.1873181154,7.9137700883,5.1163225223,2.0449259896,3.9438883566,13.5037464387,4.0183000784,19.1194050222,5.573252364,5.1774981483,9.488844097,17.8087522673,-10.3461189177,-20.7679866222,-31.8884721596,-41.6226061295,-51.6583105856,-62.3659562268,-67.7591229111,-32.7834433767,-104.5297629346,-38.679237781,-20.7228534052,-21.9032512251,-45.1070643821,-28.8711815246,-5.2226839349,-65.1207802445,-72.0208277844,24.34336104069368,23.06172138999368,25.03859070329368,26.04900612649368,24.53832178369368,-281.4509128340063,22.99005003359368,24.47286331689368,22.48118185329368,-281.4509128340063,24.43174475889368,24.39211811529368
2,1400.0,3.15184001e+18,7924.82898,10.0115822674,-10.5594511172,5.527452914,12.5965859368,9.7408059099,4.6818011255,14.1939770681,2.581281515,3.5162182986,-14.837741618,1.0257885279,-5.4212273315,-9.7769573031,8.869661474,8.0933793969,-17.0201007697,17.6917061349,17.3114948939,18.4576229289,11.934635111,-23.8523937987,21.1565722013,18.5292120498,0.3147978527,-2.416115273,-20.1646774565,-36.8496788344,-42.5243875641,0.5041100182,12.7669010313,-4.3482699402,-11.7031127801,3.5409584743,14.5753155753,16.5624583393,3.1649554206,-4.3972646003,-12.9011442622,-17.5254935784,4.2532003167,16.2038098434,1.9381622199,-9.6735628024,-22.5975381261,0.0355774736,-5.2629236967,-1.7231563767,16.6761638297,-5.1796932036,-33.3118202016,-4.434577339,-8.0450998195,17.130803278,2.4329273928,-17.4715295824,-13.3098926216,4.0699611929,8.165559027,-18.5123413772,6.0554734306,8.2488234154,2.4618024625,-2.7267589785,2.3475151496,11.9925429738,12.5520717391,7.3911834423,-2.5642607067,-4.1658840793,5.491885737,6.2375268819,12.4859107079,4.5279197275,0.4477191043,-8.9191171405,2.9073735392,12.5234751444,0.6828172448,6.0644003435,-7.3069177258,-15.6909593013,-11.9077493394,-12.0892288316,-21.1285402882,14.7484656626,3.6735350449,-1.1473667348,-10.6993928885,14.6807462161,0.7656228935,6.8250709964,3.8226754185,3.5755289677,9.0101113594,5.7296854011,1.8364728373,7.6845203209,5.8868932884,8.0927894985,4.5143754647,16.2192639284,10.0069998784,9.1168670839,-0.7492210099,-8.5757805559,6.4528006766,-0.4717524811,-9.6155453714,1.1719092682,-17.7450010001,-12.2738074015,-31.189354666,9.297324373,-3.2428684707,2.443143794,9.7002915233,-4.8686134402,-4.6912826133,7.7402370949,-5.9970627653,-5.9924840367,-7.3789716026,-0.0900387189,7.0361519912,-2.0261460141,10.4593688799,-4.5060794609,-1.9096708543,-10.3135497716,-36.5584332265,-8.256439052,-6.3126063969,-6.8804454623,7.500801157,-3.4327560659,2.5196294021,7.7133107554,5.3372285478,-10.4175288271,-6.3031706808,-6.1909710308,-5.8791945649,3.8520656911,-8.4812026022,-6.9094389964,-7.683757964,-7.9300075402,-1.3874577057,-0.6541780287,4.7163728055,-9.4685251893,-5.5095306272,6.8797169702,22.5970678829,-9.461665282,-50.8863410026,-14.235935921,-19.7162319463,-29.39269497,-20.1804672571,-16.3792611278,-20.9573137822,-22.5520086837,-17.1355373155,-14.1913027505,-17.1714017922,-15.0335660026,-21.9401636907,-22.3291808844,-21.8638111398,-15.4996313611,-9.5663368453,-19.6371121382,-39.4312784307,-7.1402898727,-32.7652885154,-7.1153675954,-49.5083185,-37.1938696735,-60.067982875,-22.6403066415,8.446303495,7.6981210523,0.350342836,6.4043874828,-32.2950506992,8.6707252331,10.2084193956,8.5716355756,-5.5036566964,-12.7578311707,6.2959799714,-36.942240326,-19.346300758,-4.5047996525,-5.5041713576,12.5678572292,-18.1744775221,12.4479828347,9.0116407238,-0.097833674,8.5367701414,0.5175747736,3.9057887447,-3.0385346885,-10.279760218,11.9451544981,-11.3966881507,11.4235855246,10.3898316709,11.6487490954,6.8942597298,6.9296120472,5.4460043844,1.2383258141,0.0876689486,7.2638614294,3.869604622,-3.5252891733,-2.9025570147,1.4915874906,9.7759802697,-5.1603429134,-1.9501999652,1.6895469855,4.1202674295,1.6891310546,0.2530761277,3.3705687548,-0.8595535381,4.6933407924,7.2375103471,12.0345795034,-15.8288907498,10.3696447605,7.154686123,-0.8717485963,0.5427886719,-7.6205286906,5.9688762489,-8.3492110913,8.2151988743,9.5911939256,-6.6650625109,7.4832897981,10.1962426249,-2.6101438779,-6.8391414179,-7.1057119347,8.6500748838,-3.7072992106,6.5371907463,8.7797261761,6.1958122997,-7.1703886005,9.3085359968,1.5664760688,-7.4728021957,-5.174714912,-0.6626267743,1.3269897694,11.6282610464,1.9361498886,2.5773637767,-9.9723582329,-13.2286191134,-3.550344866,4.8524787264,7.4413516719,-3.9960738288,2.9615275838,-30.5616133718,-7.5380210723,10.204795871,7.8114990078,-10.6052408151,-16.2687110087,-16.830298864,-19.883907462,-23.9659640849,-52.8508533893,11.3039000263,-4.9006507951,11.8375022104,4.3856788883,10.281203687,13.0393133497,12.9501749327,10.5025480842,11.9262507096,12.6720054892,4.1374823558,9.5505350817,4.0858770882,0.5417451315,4.8763317319,18.1901691969,13.6437600578,3.626181759,5.7082020771,-7.7924006729,-25.3391612566,13.2101417779,-4.0845884986,15.2307466933,9.1370983962,-37.6519580651,14.1489264062,7.8996443971,5.1143298401,2.0550663163,3.8681012794,13.5037464387,3.9576350334,19.1072720132,5.573252364,5.1774981483,9.525243124,17.8087522673,-10.4553159986,-20.91358273,-32.0704672944,-41.8410002913,-51.9131037743,-62.6571484425,-67.831920965,-32.8824983987,-105.2289512303,-38.935201631,-20.8097471334,-22.0214588085,-45.2809084082,-29.1268623919,-5.2712159709,-65.3188902885,-72.3442498186,24.292837783530707,23.011198388230707,24.988067753030705,25.998483109730707,24.48779894493071,-281.5014358357693,22.939527031630707,24.422340315130707,22.43065885153071,-281.5014358357693,24.38122154883071,24.34159511353071
3,1400.0,2.80568383e+18,7054.80231,9.9809985366,-10.6313121394,5.5021892982,12.6072537362,9.719149426,4.6497977274,14.1721617893,2.5652798159,3.5055504992,-14.8590772168,1.0151207286,-5.4318951309,-9.7929590022,8.8643275743,8.0880454972,-17.0414363684,17.6411806988,17.2609694578,18.4070974928,11.8734676495,-23.9961158432,21.1060449698,18.5505476486,0.2714848851,-2.4267830724,-20.1860130553,-36.8816822325,-42.5670587617,0.4401032219,12.7232704736,-4.3589377396,-11.805557533,3.4851111278,14.5553996439,16.5102181248,3.1290377902,-4.4385161305,-12.947729692,-17.5774129079,4.1906131878,16.1514108338,1.9022445894,-9.7148143326,-22.6494574556,-0.0056740565,-5.3095091265,-1.8202810147,16.6149706069,-5.2732107097,-33.4050168226,-4.5384417594,-8.1387761206,17.1162074617,2.3860072932,-17.5127948972,-13.3564918361,4.012694179,8.1184801325,-18.5589405917,6.0444847462,8.2541573151,2.4618024625,-2.7320928782,2.3368473502,11.971207375,12.5409242596,7.396517342,-2.5642607067,-4.1765518787,5.491885737,6.2321929822,12.4589203244,4.4955954443,0.4100609214,-8.962109223,2.8537136572,12.4964847609,0.6504929616,6.0320760603,-7.3495889233,-15.7389643985,-11.9610883363,-12.1319000291,-21.1818792851,14.7213164841,3.6410519667,-1.1851837127,-10.7425437661,14.6535970375,0.7331398153,6.7925879182,3.7848584405,3.5160555059,8.9289814138,5.7025362225,1.7768405805,7.6032315803,5.8054457527,8.065799115,4.455060798,16.1706170611,9.9260287278,9.0089055499,-0.7851386403,-8.6116981863,6.4275508455,-0.4664185814,-9.7784404426,1.0099669671,-17.7663365989,-12.2844752008,-31.2772173873,9.1926593875,-3.4015142232,2.3242038772,9.6172830216,-4.9841050202,-4.8500871609,7.6354133144,-6.1343696241,-6.1514473793,-7.5380937403,-0.2088198407,6.9533022845,-2.141320004,10.3548626894,-4.6429099345,-2.0681578118,-10.4613689297,-36.8355495174,-8.3806990838,-6.4804969864,-7.0045466991,7.3873677195,-3.6001702703,2.3919210334,7.5962701861,5.2454515942,-10.5505573109,-6.4798297222,-6.3674712772,-6.0555360163,3.7297050067,-8.6448148166,-7.0948664898,-7.8690266623,-8.1242034854,-1.4899162434,-0.7566365664,4.6299159669,-9.590913443,-5.6319188809,6.7865203492,22.5465424594,-9.5975331005,-51.0008732223,-14.4232885232,-19.9472151062,-29.6673086876,-20.3675022692,-16.6132162395,-21.187661762,-22.8256696311,-17.3098430908,-14.3874238046,-17.3673640513,-15.2384555085,-22.2062206581,-22.5845700525,-22.0687282151,-15.6686170213,-9.7605861213,-19.8420292135,-39.596336074,-7.2733441178,-32.9808715821,-7.3096150634,-49.795762589,-37.5318409939,-60.4272879862,-22.9622744549,8.3920051379,7.6441402852,0.3197591052,6.3538878207,-32.316386298,8.6272534704,10.1542798335,8.5174960136,-5.515125061,-12.844615901,6.1878596423,-37.0723380239,-19.5084018541,-4.672372652,-5.6719031521,12.5261260189,-18.309379592,12.4115717395,8.9858974279,-0.1303167523,8.5362904613,0.5277628929,3.8519700677,-3.1243567636,-10.3229110956,11.8855222413,-11.5228217687,11.3692871675,10.3355333138,11.5944507383,6.8612969715,6.8966492889,5.3917060273,1.2160308551,0.0653739896,7.2095630723,3.7939706662,-3.5902553298,-2.9675231712,1.3831495715,9.694532734,-5.2777080795,-2.0369814005,1.6027655502,4.001002916,1.5805343405,0.1444794135,3.2619720407,-1.0224486094,4.6556826095,7.195937932,11.9823392888,-15.9636340246,10.3333924603,7.1291016222,-0.8866652977,0.5104643887,-7.6208495757,5.9685553639,-8.3922031738,8.1558842076,9.4867134965,-6.7908785388,7.4293090311,10.1422618579,-2.6787204612,-6.932981617,-7.1995521339,8.5960941168,-3.7399443788,6.4725421799,8.7257454091,6.1418315327,-7.1923659693,9.2545552298,1.491159703,-7.5801219597,-5.2820346759,-0.7272753407,1.262341203,11.5472898959,1.8192611076,2.420643133,-10.0625913001,-13.3081843812,-3.6473177156,4.7661736762,7.3550466217,-4.2050346871,2.8535660498,-30.6987665385,-7.6566504057,10.096834337,7.7035374738,-10.8664418879,-16.408996826,-17.1437401514,-20.045849763,-24.3316455869,-53.1314250238,11.2480664645,-4.9486558923,11.8122523793,4.3550951576,10.2360241399,13.0048016019,12.915663185,10.4787041358,11.9010008785,12.6627573572,4.0869826937,9.5000354196,3.999446011,0.4300504385,4.8258320698,18.1396695348,13.5932603957,3.5330108994,5.5911872692,-7.9652628274,-25.4828317784,13.2101417779,-4.1205199137,15.2268186763,9.1438381786,-37.7198928783,14.1090669741,7.8811205637,5.1064738062,2.0578780818,3.7923104321,13.5037464387,3.9042960365,19.0966042138,5.573252364,5.1774981483,9.5572465221,17.8087522673,-10.551326193,-21.0415963226,-32.2304842852,-42.0330206801,-52.1371275613,-62.9131756276,-67.8959277613,-32.9756950197,-105.904735687,-39.1855952808,-20.8922501937,-22.1345455995,-45.4459660514,-29.3730291894,-5.3138871684,-65.5052835305,-72.6530295063,24.242312058693138,22.960672953193136,24.937542376493138,25.947957657493134,24.437273694893136,-281.5519612708069,22.889001596493138,24.371814880093137,22.380133416493138,-281.5519612708069,24.330695877293138,24.291069678493137
